rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
644	TMEM225	transmembrane protein 225	690	318	0	0	3	1	0	0	4	4	3	1.694734e-01	1.050000e-01	2.770000e-01	5.210745e-02	1
645	FAM108B1	family with sequence similarity 108, member B1	908	6	0	1	2	0	0	1	3	3	3	9.201360e-03	1	9.130000e-01	5.234105e-02	1
646	ERC1	ELKS/RAB6-interacting/CAST family member 1	3419	7	0	0	2	1	0	0	3	3	3	9.209468e-03	1	1.570000e-01	5.237906e-02	1
647	XKR9	XK, Kell blood group complex subunit-related family, member 9	1130	304	0	0	3	0	0	0	3	3	3	9.606138e-02	1	8.000000e-02	5.243730e-02	1
648	SLC6A19	solute carrier family 6 (neutral amino acid transporter), member 19	1951	51	0	1	3	0	0	1	4	4	4	9.244242e-03	1	8.810000e-01	5.254200e-02	1
649	FLNB	filamin B, beta (actin binding protein 278)	8086	13	0	6	6	0	3	0	9	7	9	7.632848e-02	1	7.200000e-02	5.285946e-02	1
650	CUL2	cullin 2	2318	30	0	1	6	0	0	0	6	4	6	9.332336e-03	1	8.420000e-01	5.295419e-02	1
651	SCIN	scinderin	2208	18	0	1	1	0	0	1	2	2	2	3.764213e-02	1	2.260000e-01	5.296781e-02	1
652	OR6N2	olfactory receptor, family 6, subfamily N, member 2	953	17	0	0	4	0	0	0	4	3	4	2.165865e-01	1	1.530000e-02	5.326956e-02	1
653	OR2A2	olfactory receptor, family 2, subfamily A, member 2	955	55	0	0	3	0	0	0	3	3	3	8.115850e-02	1	8.900000e-02	5.333736e-02	1
654	OR6Y1	olfactory receptor, family 6, subfamily Y, member 1	976	66	0	0	2	0	0	0	2	2	2	1.239277e-01	1	5.900000e-02	5.335658e-02	1
655	ATP1A2	ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide	3151	5	0	0	3	0	1	1	5	5	5	9.439112e-03	1	7.490000e-01	5.345268e-02	1
656	ABCG1	ATP-binding cassette, sub-family G (WHITE), member 1	2263	15	0	3	0	1	0	0	1	1	1	5.349632e-02	NaN	NaN	5.349632e-02	1
657	LRRK1	leucine-rich repeat kinase 1	6176	157	0	4	8	0	0	1	9	8	9	2.964466e-02	1	2.280000e-01	5.353443e-02	1
658	TMEM129	transmembrane protein 129	1101	19	0	0	0	0	0	1	1	1	1	5.355736e-02	NaN	NaN	5.355736e-02	1
659	COQ5	coenzyme Q5 homolog, methyltransferase (S. cerevisiae)	1010	300	0	0	3	0	0	0	3	3	3	9.472275e-03	1	7.570000e-01	5.360726e-02	1
660	NOL8	nucleolar protein 8	3568	19	0	0	3	0	0	0	3	3	3	4.269530e-02	1	2.230000e-01	5.403302e-02	1
661	MTCP1	mature T-cell proliferation 1	344	18	0	0	1	0	0	0	1	1	1	5.422161e-02	NaN	NaN	5.422161e-02	1
662	USP28	ubiquitin specific peptidase 28	3332	114	0	1	2	0	1	1	4	2	4	4.576938e-01	1	1.500000e-02	5.425527e-02	1
663	KIAA0020	KIAA0020	2015	80	0	1	3	0	0	1	4	4	4	4.740931e-02	1	7.900000e-02	5.431342e-02	1
664	TYK2	tyrosine kinase 2	3656	9	0	0	6	0	0	1	7	4	7	3.694848e-02	1	1.410000e-01	5.440378e-02	1
665	IGF2	insulin-like growth factor 2 (somatomedin A)	727	3	1	0	1	0	0	1	2	2	2	4.313126e-02	1	1.340000e-01	5.468661e-02	1
666	VNN1	vanin 1	1568	91	0	0	1	0	1	0	2	2	2	1.502135e-01	1	6.400000e-02	5.496152e-02	1
667	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	4042	1	0	1	6	1	0	1	8	3	8	9.280854e-02	1	6.100000e-02	5.530298e-02	1
668	FIZ1	FLT3-interacting zinc finger 1	1499	14	0	1	1	0	0	1	2	2	2	2.155898e-02	1	4.550000e-01	5.547071e-02	1
669	ZC3H7B	zinc finger CCCH-type containing 7B	3022	0	0	0	2	0	1	0	3	3	3	7.244668e-02	1	8.200000e-02	5.570693e-02	1
670	L2HGDH	L-2-hydroxyglutarate dehydrogenase	1430	22	0	0	0	0	1	0	1	1	1	5.580583e-02	NaN	NaN	5.580583e-02	1
671	IL27RA	interleukin 27 receptor, alpha	1963	150	0	1	1	2	0	0	3	3	3	2.687132e-02	1	2.800000e-01	5.591008e-02	1
672	OTOP1	otopetrin 1	1861	149	0	1	3	0	0	0	3	3	3	1.780285e-01	1.320000e-01	2.900000e-01	5.591163e-02	1
673	NCOR2	nuclear receptor co-repressor 2	7753	5	1	4	4	0	0	3	7	5	7	9.980290e-03	1	9.650000e-01	5.596091e-02	1
674	PLBD2	phospholipase B domain containing 2	1816	0	0	1	2	0	0	0	2	1	2	1	1.000000e-02	8.945000e-01	5.605170e-02	1
675	PMS2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	2647	44	0	0	7	0	0	0	7	5	7	5.438949e-02	1	1.340000e-01	5.633729e-02	1
676	RNF10	ring finger protein 10	2500	8	0	0	2	0	1	0	3	2	3	3.070778e-02	1	3.140000e-01	5.652487e-02	1
677	PPP2R2A	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha isoform	1421	31	0	1	3	0	0	1	4	3	4	1.012027e-02	1	8.090000e-01	5.660486e-02	1
678	ATG5	ATG5 autophagy related 5 homolog (S. cerevisiae)	856	45	0	0	1	2	0	0	3	3	3	1.013347e-02	1	3.860000e-01	5.666546e-02	1
679	AOX1	aldehyde oxidase 1	4155	5	0	1	5	0	0	0	5	4	5	1.337260e-01	1	3.300000e-02	5.680184e-02	1
680	OR5L1	olfactory receptor, family 5, subfamily L, member 1	936	73	0	0	4	0	0	0	4	4	4	3.389892e-01	2.000000e-02	1	5.683165e-02	1
681	PDGFRL	platelet-derived growth factor receptor-like	1150	221	0	0	3	0	0	0	3	3	3	2.078487e-01	1	2.900000e-02	5.690007e-02	1
682	HNF1B	HNF1 homeobox B	1706	120	0	2	4	0	0	0	4	4	4	1.024772e-02	1	3.700000e-01	5.718944e-02	1
683	ASB6	ankyrin repeat and SOCS box-containing 6	1286	26	0	0	1	0	0	1	2	2	2	3.164656e-02	1	2.950000e-01	5.721586e-02	1
684	KIAA0895L	KIAA0895-like	1440	37	0	1	2	0	0	0	2	2	2	5.432310e-02	1	1.480000e-01	5.727805e-02	1
685	PLEKHN1	pleckstrin homology domain containing, family N member 1	1934	29	0	1	1	1	0	0	2	2	2	2.062590e-01	1	4.500000e-02	5.748805e-02	1
686	TP53BP1	tumor protein p53 binding protein 1	6042	3	0	0	2	1	0	0	3	3	3	1.517340e-01	1	6.800000e-02	5.751075e-02	1
687	PANK4	pantothenate kinase 4	2396	91	0	0	4	0	0	0	4	4	4	5.402486e-02	1	1.690000e-01	5.751457e-02	1
688	NRAP	nebulin-related anchoring protein	5359	3	0	0	6	0	0	0	6	4	6	3.839143e-01	3.700000e-02	6.610000e-01	5.772915e-02	1
689	CLIP4	CAP-GLY domain containing linker protein family, member 4	2178	15	0	0	4	0	0	0	4	3	4	1.319798e-01	1	5.800000e-02	5.800641e-02	1
690	ZNF324	zinc finger protein 324	1674	6	0	0	4	0	0	0	4	2	4	1.932684e-01	1	2.500000e-02	5.805244e-02	1
691	RNF112	ring finger protein 112	1658	19	0	0	3	0	0	0	3	3	3	3.755697e-02	1	1.710000e-01	5.807225e-02	1
692	GPR151	G protein-coupled receptor 151	1260	13	0	1	0	0	0	1	1	1	1	5.810787e-02	NaN	NaN	5.810787e-02	1
693	NXF3	nuclear RNA export factor 3	1674	10	0	0	3	0	1	0	4	3	4	7.860048e-02	1	6.100000e-02	5.813168e-02	1
694	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	1145	98	0	0	2	0	0	0	2	2	2	5.160390e-02	1	1.640000e-01	5.823075e-02	1
695	DCHS1	dachsous 1 (Drosophila)	9973	8	0	2	9	0	0	1	10	6	10	2.444418e-01	1	1.800000e-02	5.839209e-02	1
696	ZNF277	zinc finger protein 277	1397	13	0	1	0	0	0	1	1	1	1	5.844654e-02	NaN	NaN	5.844654e-02	1
697	AFM	afamin	1858	27	0	0	3	0	1	0	4	4	4	1.056048e-02	1	8.460000e-01	5.861737e-02	1
698	SDK2	sidekick homolog 2 (chicken)	6695	3	0	2	4	1	0	2	7	6	7	7.920245e-02	1	9.000000e-02	5.885684e-02	1
699	S100A9	S100 calcium binding protein A9	353	109	0	0	1	0	0	1	2	2	2	6.726123e-02	1	1.150000e-01	5.892114e-02	1
700	MMP19	matrix metallopeptidase 19	1559	57	0	0	2	1	0	0	3	2	3	1.063707e-02	1	5.330000e-01	5.896562e-02	1
701	HEATR2	HEAT repeat containing 2	2620	29	0	0	5	0	0	0	5	3	5	4.047234e-02	1	1.750000e-01	5.899815e-02	1
702	ACVRL1	activin A receptor type II-like 1	1548	161	0	1	4	0	0	1	5	5	5	1.066005e-02	1	9.330000e-01	5.907000e-02	1
703	COL12A1	collagen, type XII, alpha 1	9452	1	0	1	11	0	0	1	12	8	11	3.046267e-01	2.700000e-02	7.430000e-01	5.907858e-02	1
704	ANKRD29	ankyrin repeat domain 29	942	1	0	1	1	0	1	0	2	2	2	2.699585e-02	1	3.820000e-01	5.908506e-02	1
705	RBM27	RNA binding motif protein 27	3263	2	0	0	1	0	0	2	3	3	3	1.071782e-02	1	7.310000e-01	5.933221e-02	1
706	BOC	Boc homolog (mouse)	3419	8	0	0	3	0	0	0	3	3	3	2.283525e-01	1	2.900000e-02	5.939911e-02	1
707	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	2415	1	0	0	4	1	0	0	5	5	5	3.286542e-02	1	2.960000e-01	5.976227e-02	1
708	TMEM62	transmembrane protein 62	1984	19	0	0	2	0	0	0	2	2	2	3.909996e-02	1	2.040000e-01	6.002045e-02	1
709	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	2240	56	0	1	1	1	0	0	2	2	2	2.318187e-01	1	2.500000e-02	6.013658e-02	1
710	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	2642	5	0	1	5	1	0	0	6	4	6	4.362703e-01	2.400000e-02	4.240000e-01	6.018755e-02	1
711	PCSK7	proprotein convertase subtilisin/kexin type 7	2418	65	0	1	3	0	0	0	3	2	3	4.364715e-01	2.500000e-02	5.350000e-01	6.021028e-02	1
712	UBR3	ubiquitin protein ligase E3 component n-recognin 3	5819	47	0	0	2	0	1	1	4	4	4	1.093505e-02	1	3.440000e-01	6.031536e-02	1
713	RNF145	ring finger protein 145	2118	0	0	0	3	0	1	1	5	3	5	4.556357e-02	1	1.640000e-01	6.031628e-02	1
714	FGD5	FYVE, RhoGEF and PH domain containing 5	4465	12	0	3	7	0	0	0	7	7	7	1.095591e-02	1	8.600000e-01	6.040952e-02	1
715	FAM65A	family with sequence similarity 65, member A	3744	15	0	4	2	0	0	1	3	3	3	2.678347e-01	1	3.900000e-02	6.052376e-02	1
716	TMEFF2	transmembrane protein with EGF-like and two follistatin-like domains 2	1161	44	0	0	3	0	0	0	3	3	3	2.133831e-01	1	2.900000e-02	6.104064e-02	1
717	SRPR	signal recognition particle receptor ('docking protein')	1969	4	0	0	4	0	0	1	5	4	5	3.167152e-02	1	2.540000e-01	6.113417e-02	1
718	FAM123C	family with sequence similarity 123C	2593	202	0	1	3	1	0	0	4	4	4	1.115195e-02	1	8.530000e-01	6.129271e-02	1
719	PARP2	poly (ADP-ribose) polymerase family, member 2	1814	25	0	0	3	1	0	0	4	3	4	2.450727e-02	1	3.230000e-01	6.139772e-02	1
720	ESCO2	establishment of cohesion 1 homolog 2 (S. cerevisiae)	1846	0	0	0	1	0	0	1	2	2	2	2.252267e-02	1	2.450000e-01	6.148063e-02	1
721	ZNF438	zinc finger protein 438	2512	17	0	0	2	1	0	0	3	3	3	1.123704e-02	1	8.060000e-01	6.167494e-02	1
722	GLG1	golgi apparatus protein 1	3720	5	0	0	1	0	0	1	2	2	2	1.201056e-01	1	7.100000e-02	6.191221e-02	1
723	KRTAP5-4	keratin associated protein 5-4	689	24	0	1	1	1	0	0	2	2	2	1.132590e-02	1	7.380000e-01	6.207344e-02	1
724	KIAA0947	KIAA0947	6873	5	0	1	2	2	0	0	4	2	4	2.101019e-01	1	4.300000e-02	6.216127e-02	1
725	C4orf19	chromosome 4 open reading frame 19	953	64	0	0	3	0	0	0	3	3	3	5.709319e-02	1	1.790000e-01	6.223309e-02	1
726	FAM167B	family with sequence similarity 167, member B	496	2	0	1	3	0	0	0	3	3	2	2.600161e-02	3.950000e-01	7.260000e-01	6.235467e-02	1
727	SLAMF6	SLAM family member 6	1029	26	0	0	1	1	0	0	2	1	2	4.973410e-01	1	1.440000e-02	6.235649e-02	1
728	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	1837	5	0	0	5	1	0	0	6	5	6	2.486722e-02	1	4.060000e-01	6.257929e-02	1
729	RBM28	RNA binding motif protein 28	2352	26	0	0	2	1	0	0	3	3	3	1.144153e-02	1	5.540000e-01	6.259097e-02	1
730	F2	coagulation factor II (thrombin)	1925	7	0	0	2	0	1	0	3	3	3	1.144836e-02	1	7.550000e-01	6.262147e-02	1
731	CDHR1	cadherin-related family member 1	2844	55	0	1	2	0	0	0	2	2	2	1.529263e-01	1	5.000000e-02	6.271582e-02	1
732	ECM1	extracellular matrix protein 1	1659	11	0	1	2	0	0	0	2	2	2	4.748724e-02	1	9.700000e-02	6.281607e-02	1
733	VWCE	von Willebrand factor C and EGF domains	2944	4	0	0	1	0	0	2	3	3	3	1.153438e-02	1	5.550000e-01	6.300566e-02	1
734	TMEM133	transmembrane protein 133	390	144	0	0	1	0	0	1	2	2	2	1.460397e-01	1	5.000000e-02	6.301798e-02	1
735	DTX1	deltex homolog 1 (Drosophila)	1895	19	0	0	3	0	1	0	4	4	4	1.153821e-02	1	6.270000e-01	6.302277e-02	1
736	NDUFS3	NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)	825	2	0	0	0	0	0	1	1	1	1	6.310133e-02	NaN	NaN	6.310133e-02	1
737	IPCEF1	interaction protein for cytohesin exchange factors 1	1380	3	0	1	0	0	1	0	1	1	1	6.312321e-02	NaN	NaN	6.312321e-02	1
738	FBXO41	F-box protein 41	2672	2	0	0	0	0	0	1	1	1	1	6.312420e-02	NaN	NaN	6.312420e-02	1
739	EIF2C1	eukaryotic translation initiation factor 2C, 1	2646	3	0	0	2	0	0	2	4	3	4	1.156395e-02	1	9.590000e-01	6.313759e-02	1
740	CCDC52	coiled-coil domain containing 52	2634	17	0	1	1	1	0	0	2	2	2	1.543630e-01	1	5.100000e-02	6.319679e-02	1
741	MACC1	metastasis associated in colon cancer 1	2575	109	0	1	3	0	0	1	4	4	4	2.517817e-01	1	3.000000e-02	6.321789e-02	1
742	XRRA1	X-ray radiation resistance associated 1	2447	16	0	0	0	0	0	1	1	1	1	6.331454e-02	NaN	NaN	6.331454e-02	1
743	GSTA1	glutathione S-transferase A1	693	11	0	1	1	0	0	0	1	1	1	6.352437e-02	NaN	NaN	6.352437e-02	1
744	ZDHHC24	zinc finger, DHHC-type containing 24	863	98	0	0	1	0	1	0	2	2	2	1.165455e-02	1	5.410000e-01	6.354131e-02	1
745	SERPINB13	serpin peptidase inhibitor, clade B (ovalbumin), member 13	1204	71	0	0	4	0	0	0	4	4	4	5.398507e-02	1	1.090000e-01	6.356900e-02	1
746	RDH5	retinol dehydrogenase 5 (11-cis/9-cis)	973	9	0	0	1	0	0	0	1	1	1	6.370453e-02	NaN	NaN	6.370453e-02	1
747	AQP3	aquaporin 3 (Gill blood group)	901	1	0	1	2	0	1	0	3	3	3	1.170894e-02	1	2.780000e-01	6.378333e-02	1
748	USP35	ubiquitin specific peptidase 35	3097	6	0	0	4	1	0	1	6	3	6	2.094970e-02	1	3.650000e-01	6.407129e-02	1
749	SULT1A2	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2	918	8	0	2	0	1	0	0	1	1	1	6.409491e-02	NaN	NaN	6.409491e-02	1
750	C1orf175	chromosome 1 open reading frame 175	4062	31	0	2	3	0	0	0	3	3	3	3.851276e-02	1	1.870000e-01	6.412090e-02	1
751	NCKAP5	NCK-associated protein 5	5802	0	0	1	4	1	1	1	7	6	7	3.427708e-02	1	2.700000e-01	6.445359e-02	1
752	ANKRD24	ankyrin repeat domain 24	3521	275	0	0	2	0	0	1	3	3	3	2.324462e-02	1	4.590000e-01	6.453399e-02	1
753	LRCH2	leucine-rich repeats and calponin homology (CH) domain containing 2	2380	2	0	0	0	0	0	1	1	1	1	6.487903e-02	NaN	NaN	6.487903e-02	1
754	RELT	RELT tumor necrosis factor receptor	1333	4	0	2	2	0	1	0	3	3	3	2.755629e-02	1	3.900000e-01	6.489468e-02	1
755	CEP97	centrosomal protein 97kDa	2640	71	0	2	5	0	0	0	5	4	5	1.200248e-02	1	5.200000e-01	6.508515e-02	1
756	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	1664	7	0	1	2	0	0	1	3	3	3	1.200980e-02	1	6.670000e-01	6.511753e-02	1
757	KCNK5	potassium channel, subfamily K, member 5	1516	26	0	0	2	0	0	0	2	2	1	4.809634e-01	2.500000e-02	8.450000e-01	6.518068e-02	1
758	SEC14L3	SEC14-like 3 (S. cerevisiae)	1249	42	0	0	3	0	0	0	3	3	3	8.978176e-02	1	9.700000e-02	6.521017e-02	1
759	CHRND	cholinergic receptor, nicotinic, delta	1600	31	0	0	3	0	0	0	3	3	3	1.207032e-02	1	9.140000e-01	6.538498e-02	1
760	PGLYRP4	peptidoglycan recognition protein 4	1154	165	0	0	4	0	1	0	5	5	5	1.209947e-02	1	6.930000e-01	6.551371e-02	1
761	SUSD2	sushi domain containing 2	2527	16	0	0	4	0	0	0	4	2	4	1.560049e-01	1	2.200000e-02	6.581773e-02	1
762	CCDC88B	coiled-coil domain containing 88B	4537	59	0	1	3	0	0	1	4	4	4	1.384320e-01	1	4.800000e-02	6.587783e-02	1
763	ZFX	zinc finger protein, X-linked	2505	146	0	1	4	1	0	2	7	4	7	1.221014e-02	1	4.870000e-01	6.600177e-02	1
764	EML4	echinoderm microtubule associated protein like 4	3034	23	0	0	2	0	0	0	2	2	2	1.133485e-01	1	4.700000e-02	6.614049e-02	1
765	PLEKHG4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4	3656	4	0	2	3	1	0	0	4	3	4	7.274245e-02	1	1.060000e-01	6.636862e-02	1
766	C10orf46	chromosome 10 open reading frame 46	1142	9	0	1	1	1	1	0	3	2	3	1.229613e-02	1	4.310000e-01	6.638028e-02	1
767	SLC28A3	solute carrier family 28 (sodium-coupled nucleoside transporter), member 3	2150	11	0	0	2	0	1	0	3	2	3	3.737434e-02	1	2.840000e-01	6.638042e-02	1
768	TTYH3	tweety homolog 3 (Drosophila)	1624	2	0	1	2	0	0	1	3	3	3	1.234756e-02	1	6.890000e-01	6.660641e-02	1
769	FRAS1	Fraser syndrome 1	12406	34	0	6	10	1	1	0	12	12	12	7.271016e-02	1	1.170000e-01	6.666426e-02	1
770	THOC2	THO complex 2	4936	18	0	1	5	1	0	1	7	4	7	7.248012e-02	1	1.290000e-01	6.681083e-02	1
771	GRHL3	grainyhead-like 3 (Drosophila)	1905	10	0	3	3	0	1	0	4	4	4	1.240473e-02	1	7.400000e-01	6.685749e-02	1
772	C14orf159	chromosome 14 open reading frame 159	1914	17	0	0	0	1	0	0	1	1	1	6.698311e-02	NaN	NaN	6.698311e-02	1
773	CASD1	CAS1 domain containing 1	2462	28	0	0	1	0	3	0	4	2	4	1.246507e-02	1	5.290000e-01	6.712223e-02	1
774	TDRD6	tudor domain containing 6	6303	6	0	2	5	1	0	1	7	7	7	1.247028e-02	1	8.550000e-01	6.714506e-02	1
775	KIF26A	kinesin family member 26A	5705	114	0	1	3	1	0	1	5	4	5	4.286701e-02	1	2.450000e-01	6.716268e-02	1
776	MYO10	myosin X	6337	6	0	0	8	1	0	0	9	5	9	1.797369e-01	9.300000e-02	4.720000e-01	6.763255e-02	1
777	PARP12	poly (ADP-ribose) polymerase family, member 12	2150	14	0	0	4	0	0	0	4	4	4	1.258949e-02	1	6.700000e-01	6.766716e-02	1
778	FAM126B	family with sequence similarity 126, member B	1633	247	0	1	4	0	0	0	4	4	4	1.259081e-02	1	7.260000e-01	6.767293e-02	1
779	CHRNA1	cholinergic receptor, nicotinic, alpha 1 (muscle)	1487	20	0	2	4	0	0	0	4	4	4	1.259469e-02	1	5.490000e-01	6.768993e-02	1
780	ZBTB11	zinc finger and BTB domain containing 11	3202	1	0	1	3	2	1	0	6	4	6	6.577534e-02	1	9.900000e-02	6.783937e-02	1
781	TRIM55	tripartite motif-containing 55	1775	82	0	0	2	0	0	1	3	3	3	1.264239e-02	1	7.150000e-01	6.789847e-02	1
782	GNAI3	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	1097	24	0	0	1	0	0	1	2	2	2	1.264709e-02	1	5.470000e-01	6.791903e-02	1
783	PSD2	pleckstrin and Sec7 domain containing 2	2372	7	0	0	1	1	0	1	3	2	3	1.266509e-02	1	6.600000e-01	6.799768e-02	1
784	KCNAB3	potassium voltage-gated channel, shaker-related subfamily, beta member 3	1267	241	0	0	1	1	0	1	3	3	3	4.954940e-02	1	2.310000e-01	6.808310e-02	1
785	EPB41L2	erythrocyte membrane protein band 4.1-like 2	3094	22	0	2	5	0	0	2	7	5	7	5.494886e-02	1	1.590000e-01	6.812040e-02	1
786	TREX1	three prime repair exonuclease 1	1112	122	0	0	1	0	0	1	2	2	2	8.646820e-02	1	1.200000e-01	6.819741e-02	1
787	NPR2	natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B)	3297	3	0	1	2	0	1	0	3	2	3	2.232499e-01	1	5.000000e-02	6.826033e-02	1
788	SAMD11	sterile alpha motif domain containing 11	2100	29	0	0	0	0	0	1	1	1	1	6.826718e-02	NaN	NaN	6.826718e-02	1
789	PRCP	prolylcarboxypeptidase (angiotensinase C)	1590	18	0	0	1	0	1	0	2	2	2	6.699370e-02	1	5.000000e-02	6.827587e-02	1
790	ABCB10	ATP-binding cassette, sub-family B (MDR/TAP), member 10	2267	58	0	1	3	0	0	0	3	3	3	2.575347e-02	1	4.950000e-01	6.847181e-02	1
791	C2orf71	chromosome 2 open reading frame 71	3871	82	0	2	6	0	0	0	6	3	5	3.994318e-01	6.000000e-02	2.820000e-01	6.850711e-02	1
792	KCNG4	potassium voltage-gated channel, subfamily G, member 4	1566	1	0	0	3	0	0	1	4	3	4	4.453978e-02	1	2.620000e-01	6.851191e-02	1
793	APOBEC3D	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3D (putative)	1185	68	0	1	3	0	0	0	3	1	3	6.950613e-01	1	1.020000e-02	6.853898e-02	1
794	PLEKHG2	pleckstrin homology domain containing, family G (with RhoGef domain) member 2	4233	11	0	0	1	0	1	0	2	2	2	1.969687e-01	1	4.400000e-02	6.859930e-02	1
795	DYNC2LI1	dynein, cytoplasmic 2, light intermediate chain 1	1213	25	0	0	2	0	1	0	3	3	3	1.282284e-02	1	8.170000e-01	6.868589e-02	1
796	IRAK4	interleukin-1 receptor-associated kinase 4	1427	102	0	0	2	0	0	0	2	2	2	3.129417e-01	1	3.800000e-02	6.871974e-02	1
797	CTAGE5	CTAGE family, member 5	2536	188	0	1	2	2	0	0	4	3	4	5.758349e-02	1	1.910000e-01	6.876551e-02	1
798	PRMT5	protein arginine methyltransferase 5	2041	26	0	1	4	0	0	0	4	4	4	1.291234e-02	1	8.960000e-01	6.907548e-02	1
799	PIGU	phosphatidylinositol glycan anchor biosynthesis, class U	1352	9	0	0	0	0	0	1	1	1	1	6.907946e-02	NaN	NaN	6.907946e-02	1
800	USP11	ubiquitin specific peptidase 11	2972	6	0	0	7	0	0	0	7	7	7	1.291996e-02	1	8.850000e-01	6.910862e-02	1
801	MUC6	mucin 6, oligomeric mucus/gel-forming	7450	3	0	2	8	0	0	0	8	4	8	2.829241e-01	1	9.100000e-03	6.915070e-02	1
802	TRPM1	transient receptor potential cation channel, subfamily M, member 1	4916	4	0	1	7	0	1	0	8	4	8	7.432666e-01	1	4.200000e-03	6.916463e-02	1
803	PSME1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	874	42	0	0	1	0	1	1	3	3	3	1.297141e-02	1	6.970000e-01	6.933227e-02	1
804	YIPF2	Yip1 domain family, member 2	987	18	0	0	1	0	0	1	2	2	2	8.900707e-02	1	1.340000e-01	6.943490e-02	1
805	TMCO4	transmembrane and coiled-coil domains 4	1957	79	0	1	0	1	1	0	2	2	2	4.942804e-02	1	1.180000e-01	6.988357e-02	1
806	EMID1	EMI domain containing 1	1390	4	0	1	0	0	0	1	1	1	1	6.998889e-02	NaN	NaN	6.998889e-02	1
807	NRIP1	nuclear receptor interacting protein 1	3477	3	0	0	0	1	0	1	2	2	2	3.897214e-02	1	3.130000e-01	7.003604e-02	1
808	MIA3	melanoma inhibitory activity family, member 3	5834	31	0	3	9	0	0	0	9	6	9	1.315216e-02	1	6.890000e-01	7.011640e-02	1
809	NRSN2	neurensin 2	623	368	0	0	3	0	0	0	3	3	3	1.317267e-02	1	5.580000e-01	7.020520e-02	1
810	C14orf106	chromosome 14 open reading frame 106	3463	2	0	0	1	1	1	0	3	2	3	1.321631e-02	1	8.200000e-01	7.039407e-02	1
811	TMEM82	transmembrane protein 82	1052	207	0	0	2	0	0	0	2	2	2	1.493775e-01	1	7.700000e-02	7.073254e-02	1
812	ALPK3	alpha-kinase 3	5776	0	0	1	2	1	2	0	5	2	5	3.366512e-02	1	2.860000e-01	7.074605e-02	1
813	FGFBP3	fibroblast growth factor binding protein 3	781	52	0	0	0	0	0	1	1	1	1	7.090361e-02	NaN	NaN	7.090361e-02	1
814	MARK4	MAP/microtubule affinity-regulating kinase 4	2137	5	0	0	0	0	1	0	1	1	1	7.092531e-02	NaN	NaN	7.092531e-02	1
815	TECPR1	tectonin beta-propeller repeat containing 1	3594	15	0	1	2	0	1	0	3	2	3	8.957567e-02	1	1.380000e-01	7.095787e-02	1
816	NEO1	neogenin homolog 1 (chicken)	4498	11	0	0	5	1	1	1	8	7	8	1.338102e-02	1	9.960000e-01	7.110562e-02	1
817	SSTR2	somatostatin receptor 2	1114	4	0	0	3	0	0	0	3	3	3	1.287333e-01	1	8.900000e-02	7.113691e-02	1
818	DGAT2L6	diacylglycerol O-acyltransferase 2-like 6	1040	6	0	1	2	0	0	0	2	2	2	1.999838e-01	1	6.700000e-02	7.118282e-02	1
819	TBC1D24	TBC1 domain family, member 24	1682	31	0	0	1	0	1	0	2	2	2	2.534280e-01	1	3.800000e-02	7.132411e-02	1
820	SYTL4	synaptotagmin-like 4 (granuphilin-a)	2080	11	0	0	5	0	0	0	5	5	5	6.162164e-02	1	1.170000e-01	7.133201e-02	1
821	WDR19	WD repeat domain 19	4173	18	0	0	1	1	0	1	3	3	3	1.347240e-02	1	9.060000e-01	7.149954e-02	1
822	TMCO7	transmembrane and coiled-coil domains 7	3355	13	0	0	5	0	0	0	5	5	5	3.097751e-02	1	4.110000e-01	7.151168e-02	1
823	CRIPAK	cysteine-rich PAK1 inhibitor	1341	584	0	1	1	0	0	3	4	4	4	1.350737e-02	1	9.030000e-01	7.165013e-02	1
824	SSTR3	somatostatin receptor 3	1261	304	0	1	5	0	0	0	5	5	5	1.356447e-02	1	6.300000e-01	7.189576e-02	1
825	SRPK3	SFRS protein kinase 3	1762	3	0	0	0	0	0	1	1	1	1	7.204527e-02	NaN	NaN	7.204527e-02	1
826	DNAH9	dynein, axonemal, heavy chain 9	13735	3	0	5	17	1	0	0	18	13	17	9.854909e-01	1.004000e-01	4.780000e-02	7.204756e-02	1
